college essay	| Tom was struggling in school. He had to write an essay. He tried to practice writing everyday. He finally finished his essay. He was very proud.
home for christmas	| It was Christmas Eve. The family went out and had a great time. They decorated the house and had a party. One family member got sick. The family went home and rested for the day.
the big project	| John needed to finish a big project. He asked several people for help. No one could help him. John was frustrated. John decided to hire a personal assistant instead.
sharon	| haron was always a shy girl. She always wanted to be friends with everyone. One day , she met a nice guy. Sharon now has lots of people to go out with. She doesn't feel like shy anymore.
coupons	| Tina loved coupons. She always saved them all. Then she would see some coupons she liked. She would save them all. Soon she would have a lot of coupons left.
the insurance card	| Kelly was feeling very stressed out. She couldn't afford to pay her bills. She decided to apply for insurance. She was approved and purchased the insurance card. She was able to pay her bills.
english beer	| I love to drink beer. I bought an early draft of the new beer. I drank it slowly , but it was delicious. I decided to go to a live beer festival. I learned a lot about beer.
pop tart	| I was walking down the sidewalk one day. I saw a man with a green t-shirt. I told the man to stop. The man started laughing. He told me to stop.
fourth of july	| It was the first day of the Fourth of July. I went downtown with my friends. We were all dressed up and ready to go. It was so much fun ! We had a great time on our Fourth of July.
in new york	| I grew up in New York City. When I was in college , I moved to New York. I had a great time in New York. I visited many different parts of the world. I am very happy that I moved to New York.
heather sells lemonade	| Heather is thirsty. She decides to go to the store to get a lemonade. She buys a lot of lemons. She tastes the lemonade. Heather is pleased with the lemonade.
chicken cooker 2	| I bought a new chicken cooker yesterday. I wanted to cook dinner tonight. My mom said it was too late to start cooking. I still had to wait. I left the chicken cooker in the hot oven for two hours.
harassment	| Kim was upset by the harassment at work. She felt ashamed of being a woman. She decided to report it. She felt better about her career choices. But she still found it hard to let go of her feelings.
the pro wrestler	| Dan was going to wrestle in a wrestling event. His girlfriend was also going to be there. Dan was nervous but excited. He did a great job. He was sure he would win the match.
articles	| We had a big science test coming up. I was nervous. I wanted to make sure I was prepared for it. So I researched and wrote my answers in the notes. When I got to class I was able to pass.
rough turbulence	| Gina was driving to her school. But her car suddenly sped out of control. It went over a bump in the road. Gina pulled over. She got out to check on her car and it was fine.
getting brunch	| Tina decided to make breakfast with the family. Her sister came in to sit. The two of them ate their eggs and bacon. After breakfast they played a game of catch. Dinner went off without a hitch.
rotc	| I was very nervous about my first roller coaster. I was afraid I would fall and break my leg. But when I sat in the back seat , I was in heaven. It was so much fun ! After it was over , I couldn't wait to go off !
the park	| The Smiths went to the park. They saw a lot of animals. They saw a lot of birds. They saw a lot of people. The Smiths had a great day.
picnic	| amantha went to the picnic with her family. Her mom said she could not have a picnic with her. Samantha told her mom that she could have it. Her mom made sure she got to have a picnic. Samantha was so happy. <|endoftext|>>
refusal	| When I was in college I went to a graduate school. The graduate school was very strict , and I did not feel comfortable. I decided to refuse to go. Eventually they decided to fire me. I had to move to another university.
a friendly game of risk	| A friend went to my house for a party. He asked me to play a game called Risk. I declined because I didn't know what to do. He told me to play with him. We played and did some great things together.
do it online !	| I was a college student. I decided to purchase a music streaming service. I set up a profile on the service. I watched a lot of music. I was able to make a decent amount of money online.
leaving the door open	| uzy was walking down the hall. She noticed something was moving. It was some sort of cat. Suzy walked over to the cat and petted it. It immediately opened the door.
dan loses it all	| Dan is driving down the road. He is talking to his girlfriend. Dan starts to drive too fast. He hits another car. Dan almost takes his own life.
light bulbs	| Dan was trying to work at a new company. He had to switch on a light in the office. Dan turned on the bulb. The light bulb began to blow out. Dan had to call the fire department to get the light fixed.
starting over	| Joe had a job that he hated. He was getting old and hard to find. He was out of work for over a year. His boss told him to look for a new job. Joe went into the computer industry.
playing games	| Alex loves to play games. He plays Monopoly everyday. Today he played Monopoly with his friend. Alex won. He won $ 500.
new costume	| I was walking around the school. During recess , I saw a girl wearing a costume. She turned around and asked me for a hug. I told her I was gay and hugged her back. She was so happy and was happy she felt that way.
dinner	| Tom was making dinner. He was putting the pasta in the oven. He forgot to turn the oven on. The oven was on but the pizza didn't come out. Tom had to buy a pizza oven.
death in the family	| The family was going to have a funeral. They got all the proper food and drank wine. The family was enjoying themselves and the whole funeral. The whole funeral was a great success. They were glad they were going to be having a funeral.
teacher	| Anna hated her teacher. She didn't like the way she was acting. Anna decided to take her to a therapist. The therapist helped Anna change her behavior. She was so happy after that !
a cab home	| My friend invited me to her house. My wife and I drove there. She was very tired from work. We had to call an ambulance. She had a cold.
breaking one hundred	| Bob went to the store to buy a lot of groceries. He started to buy the things he needed. After a while , he had almost all the things he needed. He then realized he had left the last 100 items in the cart. He decided to just throw them out on the way home. <|endoftext|>>
heavy traffic	| My car was late for work. I had to rush through traffic to get to work. As I was driving , I was almost hit by a car. It caused me to break a few windshields. I was more careful driving on the weekend. <|endoftext|>>
missing the game	| Tina was watching a game on her Xbox. She was getting frustrated. She tried to be more involved with the game. The game didn't seem to give her much. Tina decided to cancel the game.
halloween prank	| I had a very important Halloween party. I decided to prank my mom. I put a fake gun in her room. The gun went off and was heard by the neighbors. My mom was so mad that she called the cops.
windy day	| It was raining very hard. We had to drive to work. We were almost there but the roads were closed. We had to wait until we got there. It was a very stressful day.
soft drink	| My wife drinks coffee. She loves it and has a problem. She drank a cup of coffee at work. But then she got sick. She had to drink cold water.
spinach and toast	| Kelly was making toast. First she had to get the butter out of it. Then she had to get the bread. Finally she had to get the eggs. Kelly ended up eating toast without butter.
bad attendance	| Joe had a busy day at work. His boss had to give him extra time. Joe forgot to show up and his boss took notice. He gave him an extra hour. Joe did not get paid.
senior prank	| The student at the party tried a prank. He was wearing a pair of shorts instead of a shirt. The parents of the party did not laugh at him. They took him to the principal's office. The principal was very angry at the prank.
trip to the golf course	| I went to a golf course with friends. We had a great time. After a while I was tired. I fell asleep. My friends came over and we had a nice time.
boring baseball game	| Tim had a baseball game. He had a great time. Unfortunately it was boring. He wanted to hang out with his friends. After a while he realized it was because the game was boring.
art	| My wife's best friend is an artist. Her favorite artist is Francis Bacon. I met Francis in art class one day. We were both in awe of the work he did. After our class , we hung a painting by Francis Bacon in our living room.
keith 's bad luck	| Keith had a bad luck. He was walking across a busy street. A car came and hit him. Keith was injured. He had to go to the hospital.
natalie	| Natalie was so afraid to go to school. She was scared to walk in the hall with the other girls. But she made new friends at school. She didn't feel so scared anymore. She was so happy to be at school !
early riser	| A man was going to go to the dentist. He was worried about the amount of time it would take. He bought a riser to place his teeth. He checked it out and felt the dentist was doing a good job. He had to wait an hour before the dentist could get his teeth.
grinch yoga	| I was feeling stressed out. I decided to try something new. I tried an old tradition. It didn't work out well. It was a waste of time.
big mistake	| I was driving to work. I saw a sign for the new mall. I did not know the mall was closed. When I got to work , I realized I should have left. I realized my mistake and got a new car instead.
loud snores	| Tom was in a loud party. He knew it was because it was so loud. He tried to stay quiet but it was no use. The party continued for hours. He eventually got tired of it and went home.
gross sponge	| I was washing dishes. I was washing the sponge. I dropped the sponge. It fell on the floor. I accidentally broke the sponge. <|endoftext|>>
meditation class	| I took a meditation class with my teacher. I was really struggling. She suggested that I practice more. I did that and got better. I am now able to meditate without stress.
learning to paint	| The kids were excited to paint their bedroom walls. It was the first time they had worked on it. They spent hours applying paint to the walls. When it was done , they watched the kids paint. It was a great way to start learning how to paint.
the photographer	| ammy took pictures of his neighbors. He told his wife he was taking pictures. He left the house while he was taking a picture. His wife was worried he took the wrong picture. She called his friend to help her look up the picture.
hurricane hugo	| Tom was at a hurricane shelter. He kept begging his friends to come over. None of them wanted to come over. Tom realized he was no longer lonely. He then decided to open a facebook group where he would get help from others.
ramen	| I went to the local ramen shop yesterday. They were serving their famous ramen. They had all sorts of ramen to choose from. I got a big bowl of ramen and sat down. It was so good.
almost fell	| Anna was at the beach with her friends. They were enjoying the sun. Suddenly , they saw the water splashing. Anna and her friends were swept away by the water. Anna was knocked out of the water.
burnt pizza	| Tom was at a party. He was trying to eat. He was making pizza. However he accidentally burned himself. Tom had to call a pizza place for pizza.
the missing wallet	| Jane was walking to the bus stop. She noticed a wallet was missing. The wallet was tied to a bag. She looked through the bag for the wallet. She found the wallet.
martin becomes a magician	| Martin wanted to learn how to make magic tricks. He thought it would be fun to practice. He bought a book on magic tricks. He started practicing his magic tricks all over his house. He eventually became a magician.
paul gets new boots	| aul is going back to work. He has been wearing the same boots for years. He wears them all the time. He finally gets the boots he always wanted. Paul is happy to be able to go back to work.
trapped in the basement	| The man went down to a basement. He found a box. It was empty. He tried to climb inside. He fell through a trapdoor.
travelling to china	| Lucy was very nervous. She had just moved to China. She had been preparing for this a long while. Lucy was ready to take her first trip to China. She was glad she had a choice.
favor	| My favorite band was coming to town. I was excited about seeing them. When the concert began I jumped up and down. I was so excited. I wanted to be there.
the solo	| The boy had to sing. He practiced every evening for months. But , he was terrible at singing. One day he decided to try singing for himself. The next day , he was great at singing.
roasting session	| John was invited to a roast. He was nervous about it. He did not know what to cook. He did not cook at all. He ended up being very burnt. <|endoftext|>>
too much pork	| I loved pork. I decided to make dinner. I tried a pork chop. It was too much pork. I had to throw it out.
puck drop	| The man called for a puck. It was his teammate. He gave the puck to his teammate. His teammate passed the puck to his teammate. His teammate scored !
playing checkers	| I took my girlfriend out to play checkers. We played for several hours. We played the queen and king. I won the last game. I had a huge grin.
noodles	| I bought a new batch of noodles from the store. I was afraid to use them. They were too soft. I asked the owner for some more. He said they were not the same kind as that.
uncle jim	| My uncle Jim had a stroke , he died when I was a kid. He was a hard working man. He was my tutor to take care of my education. He made sure I got good grades. He was one of my best teachers.
card games	| I played card games with my friend. We played cards for hours. We played poker for hours. He was going to pay me back. I felt like the game was over.
eating at home	| I had a party last night. We were eating at our apartment. There was a lot of food. I had to use the restroom. I had to clean the entire apartment.
overdraft fees	| My bank charged me overdraft fees for every check I sent. I had to find a way to pay them off. I found out that my credit card company had a similar policy. I took some time to decide on a solution. I finally was able to pay them off.
driving in the fog	| aul was driving in the fog. His car's transmission had a flat. He had to push the car with a stick. Paul struggled to make the stick stick stick. Paul's car was towed to a mechanic.
music gives meaning	| I wanted to learn how to play the guitar. So I bought a cheap guitar. I practiced hard and learned the songs. I finally had the chops to play the guitar. I was so happy to have learned how to play guitar.
loud music	| The man turned on his music. His neighbors complained. The man tried louder music. The neighbors complained again. The man finally turned his music down.
kfc	| I was eating at KFC. I decided to try a fried chicken. I got a fried chicken sandwich and fries. I was disappointed. I had to return it.
new car	| Tom was getting ready to buy a new car. He was driving around town trying to find good deals. He was looking at several cars. He finally found a great deal. He bought the car and drove home.
boat	| My dad was going on a boat trip. He took the boat out on the water. He was very tired. He said he could not believe he was going on the boat. He was very thankful he had taken the boat out.
regrets	| I was getting married in a month. I went to the wedding with nothing but my friend. We didn't have a lot of time to waste. We decided to go shopping for souvenirs. It was a waste of time and money.
new champion	| Kelly was upset she didn't make the varsity basketball team. She was not happy at all. She kept trying to make it but she didn't. Finally she got the chance to play in the varsity game. She made the varsity team and was very proud.
first taste	| I was at the movies. I was at the casino. I didn't know what to do. I was gambling all night. I ended up losing the whole night.
my first kiss	| I went to the movies with a girl I met on the internet. We went to the theater to see the new movie. She was very nervous at the end of the movie. As I opened the door , I kissed her and we fell in love. I was so happy and happy when I got home and kissed her.
the hockey game	| The hockey team was playing a tough game. They were down by one goal at the last minute. They had been playing well all night. The coach told them to keep fighting. They won the game.
the balloon pop	| A little girl in the park saw a balloon pop. She was so excited ! She wanted to make a balloon , but she didn't know how. She asked her grandma about it. Her grandma explained that balloons were made of peanut butter.
new oven	| I decided to buy a new oven. I needed to buy a cheaper one. I went to the store. They had all the cheaper ones. I bought a cheap one.
collection	| I went to the local library. I read a book called The Lost Library. I found the book on the shelf. I gave the book to my brother. He was very happy with it.
jessica 's doll	| Jessica's parents bought a doll for the holidays. She was really excited. She begged her parents to buy it. They said no. Jessica was devastated.
the free plate	| Dan was eating lunch at a restaurant. Dan's friend came over to help him. He was offered a free plate at the restaurant. Dan accepted the offer. Dan was so touched at the free plate.
the border	| My friend went to the border. He was very nervous. He did not want to cross. The border guard asked him for his papers. He walked through without them.
wheel cover	| Tom's car had a long wheel cover. The car was going very fast. Tom hit a rock while driving. The car's wheel cover popped. Tom had to get his car fixed.
hunting	| I went hunting with my dad. It was a great experience. I found a nice deer. I shot it. My dad said it was the best hunting experience ever. <|endoftext|>>
sam loses his hair	| am was at the beach. He was enjoying the hot sun. Sam noticed that his hair was getting very dry. He decided that he should cut it off. Sam cut off his hair and had to go home.
the hoarder	| Tom bought a house. He had a lot of stuff in it. He had a lot of furniture. He realized he wouldn't be able to sell it. Tom put all his things in a box in his attic.
the writer	| Jason was a writer for a magazine. He was a popular writer. Jason got a call from a magazine owner. Jason had been rejected by the publisher. Jason now works as a freelance writer.
the jeans	| I was shopping for a new pair of jeans. I looked through several pairs of brands. I looked at a nice blue pair with a small pocket. I chose the blue pair and they fit perfect. I went to the store to get them.
adam gets a flat tire	| Adam is driving down the road. He is going really fast. He has already passed another car. He gets a flat tire when he hits a tree. He had to get to work in a different car.
extension cord	| ue needed to replace an extension cord. She looked at the reviews online. She decided to get a new one. She found one in her home. Sue was very happy with her decision. <|endoftext|>>
reality tv marathon	| I watched a reality tv marathon. It was very entertaining. I decided to do it again. I watched the first episode. I watched the second episode.
need coffee	| Tom was tired from work. He needed a quick cup of coffee. He went to the coffee shop and ordered a coffee. When he got it he was very impressed. It was the best coffee he had ever had.
the lion	| The lion was my favorite pet. We went to the zoo together. We got to see a lion exhibit. The lion was very strong and scary. I never wanted to go back to that zoo again.
new character	| Bob wanted a new character in his game. He went to the store and looked at all the options. He finally narrowed it down to a boy and a girl. He chose the girl and they bought a game. He loved his new character and wanted to keep her.
broken plate	| I was eating a hamburger. I slipped and dropped it. I accidentally broken it. I was so upset. I had to buy a new one. <|endoftext|>>
admit it	| I didn't want to admit it. We had a lot in common. We both got into a car accident. Neither of us survived. We didn't think that's a big deal.
game shows	| My daughter's sister and I loved playing games on the Xbox 360. We played the game Call of Duty 3 for hours. I got bored with the game. I played a new game called World of Warcraft. We decided to play a game called Star Wars Galaxies instead.
dream	| Tom dreamed of being a doctor. He practiced his job hard. He finally graduated college. He got a job in medicine. Tom was happy. <|endoftext|>>
wrestling tournament	| Tom was a wrestler. He was going to compete in a tournament. He practiced every day. The day of the tournament he was nervous. Tom won the tournament. <|endoftext|>>
cutting grass	| Tom was going to work. He had recently started a new job. He was a very handyman. Tom was not sure how to begin his work. Tom decided to start using a chainsaw to cut his grass.
christmas caroling	| When Christmas came , I was excited. I had a new car. I loved it. I drove it all the way to Illinois. I was very thankful that Christmas day.
borrowing a car	| Tom had a new car. He needed to borrow a car on the weekend. He called a few people. They all said no. He then borrowed another car.
the flu shot	| Alex was scheduled to take a flu shot today. He had been experiencing a lot of flu. Alex was worried that he would have to miss the game. When the shot was ready , Alex ran to the doctor. Alex felt much better on the day of the game.
the xbox	| Dan was excited for his Xbox One. He bought it on Christmas Eve. Dan had played a lot of games in the last month. Dan played a ton of games the night before. Dan had played all the games on his Xbox One.
arson	| Adam was a good musician. He was invited to a concert by a group. He was excited but nervous. He arrived and was greeted by the crowd. Adam was invited to their concert !
the robbery	| The Smiths were robbed in front of their home. A man tried to steal the money. The robber was shot. The man was arrested. The Smiths were relieved that he was arrested.
andrew lost weight	| Andrew decided to start running. He was very worried about his health. He would run every day but would tire easily. Eventually he started to see improvement in his health. Andrew was proud that he was losing weight.
airplane ride	| I took my daughter on a plane ride. It took us three hours from Boston to Atlanta. When we landed we had to wait for an airplane. After an hour we made our way to our hotel. We had a great time on our trip.
baseball cap	| I needed a baseball cap for school. I went to the craft store and looked at caps. They were too expensive ! I went on a trip to the craft store. They had lots of caps for sale.
fussy	| Kate was a very fussy eater. She ate only what she wanted. But one day she got a new boyfriend. She was so fussy her boyfriend could eat anything. Kate was very embarrassed.
dad saves son	| One day , James had a new son. He loved his son very much. One day , James's son got sick. James had to take care of his son until the boy recovered. James felt very proud of his son.
primark	| My grandfather used to work at the local bar. It was a bar that was very popular. One day , a regular came in and asked for a drink. When he got the drink , he asked if it was propane. His grandfather was shocked and said no propane.
the catnip	| The cat was scratching at the door. She was looking for the catnip. She looked everywhere and could not find it. She looked in every drawer but could not find it. She decided she would just take the catnip.
snowstorm 7	| One day the weather forecast called for a snowstorm. I was anxious to see how that would play out. I did my best to prepare for the storm. I woke up and was ready to go. The snowstorm came and we had a wonderful day.
texts	| Tim was texting his friend. His friend didn't reply. Tim texted him more. It was his friend. Tim was not impressed.
truth	| The man told the truth. The woman disagreed. The man fought back. The woman felt defeated. She decided to leave the man. <|endoftext|>>
puppies	| We had a couple of puppies. One was a rescue. The other was adopted. We named the rescued puppy Sassy. I decided to throw the puppies Sassy out.
trip to the fair	| We went to the fair with our friends. We saw a live show. There were lots of rides. We got to ride a roller coaster. I even got to ride a ride at the carousel.
lego blocks	| I had a Lego set for my birthday. It was a set of block castles. I was excited to build them. I went to work. After a lot of work , I finally built my castle.
bike	| Tim was riding his bike. He was running out of gas. He decided to call for help. A friend came up to help him. Tim called his friend to pick up his gas.
the headache problem	| I had a headache. I went to the doctor. The doctor said I had a bad migraine. I decided to stop smoking cigarettes. I quit smoking cigarettes for a week.
old dog	| We adopted a dog from China. We took him to the vet to get his vaccinations. The vet said it was a rare infection. He had been in the clinic for a year and still did not have any shots. I hope he can get them soon because he is a lot of work.
near miss	| I was driving to Chicago. There was a light traffic. I saw a deer in my rear view mirror. I pulled over and waited. One of the deer ran off.
birds chirping	| I was playing with my dog one day. Suddenly , he heard a chirping and started to bark. He began to chase me. I chased him for a long time and finally he got tired of me. I finally gave up and he ran away.
bonding	| I was a teenager and I loved to get along with people. I always had a lot of fun with my friends , even if they were loud. A friend told me that he was gay , but I didn't believe him. I thought I was going to have to explain to him that he was wrong. I told him I had to be honest , and to let him know I was gay.
bruce throws up	| Bruce is at work. He is at work. He is at work. He starts feeling sick and vomits. Bruce is sick and goes home.
exhaust smoke	| Kim was driving home from school. She was driving very fast. When she pulled into the driveway she smelled smoke. She looked in her mirror. Her car had smoke coming from it.
old book	| am decided to buy a new book. His old one was getting worn. He tried to find a good book online. He couldn't find it. Finally , he found a great book for cheap.
tired	| I was working on my computer. I really wanted to finish it. I was almost exhausted. I began to sleep. I woke up to my computer running.
justine 's new career	| One day , Justin was working as a waiter. He was so bored that he started doing homework. Justin was bored so he asked his boss to make him a new job. Justin's boss said no because he already had a job. Justin was shocked when he realized there was nothing else to do.
mean audience	| It was a very long sermon. I couldn't understand the entire thing. I tried to understand it , but it was too hard. Eventually , I gave up and just listened to the sermon. After that , I was able to understand the sermon.
school day	| Lucy was walking to school. She had a crush on her teacher Bob. Lucy was walking across the hall. Bob saw her and started to laugh. Bob then continued to laugh because they were friends.
jonah had a frisbee	| Jonah was playing frisbee. He was having a good time. He caught the ball and threw it to his friend. His friend caught the ball. Jonah was laughing as he watched his friends catch the ball.
missed chance	| Gina was on a date with her crush. Once they walked up to the main stage , Gina noticed her date was missing. She had been at the main stage for over an hour. She called the girl on her cell phone and waited. The girl came to the stage without her , and Gina was sad.
pizza	| Bob's favorite pizza was from a restaurant close to his home. He ordered it on Tuesday , but he was told it was out of stock. He went to a different pizza place and waited in line. When he got to the pizza place , they told him his order had been cancelled. He was very disappointed , but he was able to order another pizza.
dr. who	| I had a crush on the lead voice in a TV show. I waited for the show to air. When it did I was so excited. Alas , the show was cancelled. I regret my decision.
countering campaign coverage	| I ran a website that gave my opinion on online news. The website got a lot of traffic. One day we started seeing a lot of backlash from people. I noticed that a lot of people were angry about a news report. I decided to stop giving my opinion on online news.
jilted lover	| Tina was on a trip. She met a man at the airport. They started dating. The man left her. She was heartbroken.
the hacker	| The hacker was a very smart guy. He didn't believe that he was cool. His goal was to compromise everything. He stole people's credit cards and credit cards were stolen. He went to jail for his crimes.
blue hair	| A blonde woman was dressed in black. Her boss noticed a small change in her hair. He told her she looked like a gangster. The boss called her into his office. She was fired for her hair.
new phone mistake	| am had a new phone. He forgot to charge it. He put it in his pocket. He couldn't find it. Sam was very frustrated with his phone.
slippery oj	| Tom went to the park. There was a slide. Tom was going down. He slipped and fell. Tom never went down the slides again. <|endoftext|>>
fishing for new friends .	| A girl was going fishing with her dad. They sat in the water for a while. Then they went to find food. They started to pick up small fish. Finally , they decided to go to the beach.
the professor	| Charles had a professor. She was a professor of philosophy. He was not very good. He did not like to see Charles. Charles did not like being around the professor.
the allergy and the garden	| I was allergic to peanuts. I went to a garden show and bought a plant. I planted it in my yard. The peanuts climbed up the plant. I was allergic for a week.
came close	| I was playing volleyball with my friends. We were having a great game. But I had a great shot. After my shot , I had a bad feeling. I got hit by the ball.
failed	| Tim needed to work. But he didn't have enough money. He asked his parents for money. But they said no because he didn't have enough money. Tim was too stressed out to work.
moving on	| I had been unemployed for six months. I decided I had to get a new job. I looked for a job in the community. My first job was at a fast food place. I moved away and made a lot of money.
bathroom	| I needed a restroom. I went to the store. I looked at the bathrooms. I liked the bathroom at the store. I bought the bathroom.
missing bride	| When my father died I was very young. I had no idea that he was moving out of state. He told me he was moving to Texas. I was very confused. I was not allowed to see him. <|endoftext|>>
antonia wants more	| Ana had been working for years. She wanted to get a promotion. She was so happy. She had so much work to do. She finally got her promotion.
cracked foundation	| am was working in his kitchen one day. He put a glass of water on the counter. When he turned it on the glass cracked. Sam went to the store and paid for a new glass. Sam was able to finish the job and fix the broken glass.
broken vase	| Tom bought a new vase. He loved it. Unfortunately he broke it. It was a big deal. He went to the store to get it fixed.
music band	| My band has been performing for a few months. It will start a new tour. We are currently playing in Texas. We are very excited for our new show. We plan to record our new album.
phil panics	| hil wanted to become rich quickly. He bought tons of stocks. He started to take risks with his money. He lost a lot of money. Phil was very upset with himself.
big sister	| Our daughter had only one brother. She was a big sister to her older brother. She wanted a brother but was short. She said she was too short to have a brother. She ended up having a boyfriend.
open adoption	| Tim liked to adopt new pets. His favorite was a cat. He took the cat to the shelter. They gave it three months to find a home. She had a home.
executive chef	| Mark wanted to be the chef of a restaurant. He was very passionate about food , and wanted to be a chef. Mark signed up for a culinary school. Mark got a great start to his career in culinary school. Mark is now a chef.
outcast pug	| The kids were going to a camping trip. They were going to be the only kids camping. The kids were scared to go alone. The parents invited the kids to join. It was a huge success.
husband gives haircuts	| Tom's wife had an appointment for a haircut. She was worried she would not get it right. She went to the barber who was very fast. Tom was amazed at how quick he was. He was able to get the haircut in under an hour.
joel moves out	| Joel wanted to move out of his parents house. He started looking at different places to live. After a lot of research , he finally found a small town. Joel was excited to move into the town. Joel was glad to be living in his town.
holding	| I was in the kitchen when I saw an animal. I grabbed the handle and I couldn't reach it. I grabbed the handle and the animal was sitting on the floor. The animal got up and looked at me. I started to cry and ran.
plans ruined due to the weather	| I was working in the store yesterday. The weather was terrible. The store was closed. I was there for a long time. I was able to get into the store and get back to work. <|endoftext|>>
dropping scoop	| Tim got a new shovel. He was very excited. But when he got it , it fell out of his hand. Tim stopped shoveling and checked it. It was a quarter inch long gravel scoop !
the book	| The boy loved the book. His mom told him she couldn't read the book. He couldn't read the book. His mom told him he would have to go by curfew. The boy didn't listen.
knowing	| I knew I was good but I was not very smart. I was afraid to tell my mother. She would not believe me. I decided to hide from her. I finally told her.
cranberry sauce	| I found a cranberry sauce recipe online. I tried it out. It was delicious. I tried it again and another time. It is now my favorite.
accent	| Gina's teacher assigned the class a project. She wanted everyone to write an essay about a person they knew. Gina was nervous , but she thought she could do it. She worked hard , even during lunch. Gina felt proud of her hard work.
death bed	| Tom was being held at a mortuary. He was being put on death row. There was a prisoner. The prisoner was a cop. The cop decided they were both guilty.
history	| I was born in the 80's. In college I learned a lot about history. I became a history professor. I took a college course in history. I'm now the chair of my History Department.
great barrier reef	| Joe really enjoyed going to the barrier reef. He was invited to go on the water with his friends. He had never been before. He had never really been in one before. He really enjoyed his trip.
sally caught a frog	| ally caught a frog in her pond. She was afraid to let it go. The next day she caught two more frogs. Sally kept catching them until she caught six. She took them home to show her parents.
first born	| I was pregnant. It was a girl. I was very proud of her. At first I was too afraid. Then I realized it was love at first sight.
dog nails .	| Rachel and her husband were having a lot of problems. They were having a big fight and were out of ideas. Suddenly , they heard a knock on the door. They looked through the door and saw a very nice dog. They invited her over and waited for her to come over.
the greenhouse	| The man planted a vegetable garden. He watered it daily. He had a very nice vegetable garden. He began to sell his vegetables. The vegetables were a huge hit. <|endoftext|>>
surprise gone wrong	| Tom was taking a shower. All of a sudden he realized that he left the bowl in the sink. The bowl was still in the sink. Tom called the repairman immediately. The repairman fixed the bowl for Tom.
corn	| The man put a big bowl of corn. He didn't know what kind he was going to use it for. He looked at the corn. The corn looked like something a thief would steal. He picked out a new kind of corn.
bees sting	| I was sitting on the porch yesterday. I was watching a movie. Suddenly , a bee flew by. I screamed. Luckily I stopped it.
grocery run	| Jim was running late for work. He was running to get groceries. He was running fast and the store was packed. Jim ran to the back of the store to get the grocery. Jim was late and had to walk to work.
small lake	| The family went on vacation. They decided to take a trip to a small lake. They went fishing. They caught a huge fish. It was a great day.
nail	| I had a nail polish job. It was very hard. I was very nervous. I took a break. I was relieved.
3 girlfriends	| Jill and her husband were having a hard time finding a girlfriend. They had been dating for 5 years but never found someone. Jill got a call from a girl named Beth. They went to the prom together. Jill and Beth have been together for 3 years now.
bad test grade	| Tom was failing all of his classes. He kept failing his class too. Eventually he did go to his teacher. His teacher told him he failed the class. Tom decided not to retake his classes.
vickie	| Vickie was a very good dancer. She was invited to the school dance. Vickie was nervous about dancing. Vickie practiced her moves for weeks. Vickie was happy she was invited to the dance.
school	| I decided to go to college. I was very excited to go. I got a job. I paid my bill. It felt great. <|endoftext|>>
tails	| Anna was trying to get out of the house. Her mother wouldn't let her. She couldn't get out anyway. She went on the porch. She tried to get a chair but it was too small.
jareds journey	| Jared was very excited to be in his first trip to the United Kingdom. He was thrilled to see how much he could eat in a day. He had a lot of fun visiting many different shops and places. He was happy and excited to go back for more visits. Jared had a wonderful time in his new trip.
new friends	| I wanted to meet new people. My friends were always too mean to talk to me. I decided to start seeing a therapist. After many months , I finally met a woman who I liked. I am now dating my new girlfriend.
hip hop	| I was invited to a rap party at my high school. I was excited. The night started out great but then got worse. I was dancing like a fool. Everyone was shocked when I realized I was not good at it.
takeout	| The man ordered Chinese food. The food arrived. The food was not what he ordered. The man complained. The cashier apologized.
boys ball	| Tom was playing catch with his friends. He accidentally broke the ball. He had to go to the doctor to get it fixed. Tom had a sore back for a week. Tom was not able to play ball for a while.
catch the thief	| When I was a child , my mom and I went to the park to play. She got us all lunch , and we played with a baseball bat. We spent all afternoon playing. On the way home , she realized someone had taken her lunch ! She screamed and called the police , and they caught the thief.
fall leaves	| It was a very hot summer day. I decided to take a walk in the park. While walking around the park I saw a great fall leaf. I took a picture of it with my camera. It was a beautiful fall color.
stretching	| The man stretched. He felt sore. He stretched more. He felt even sore. He stretched more. <|endoftext|>>
go anyway	| Anna and her friends were in a fight. They were going to a party. Anna was furious and wanted to leave. But then she remembered she couldn't leave without permission. They ended up staying , and had a great time.
a play	| I'm a big fan of theater. One day , I heard about a play in my town. I walked over to the theater and bought tickets. I found the play I wanted to see. I was able to see the play that day.
scary bees	| Allie was scared of bees. In fact , she was scared of bees at school. One day , Allie got stung by one. Allie was so scared. She decided to never go to school with another bee.
our chickens	| I decided to get chickens for my backyard. I picked up a few chickens from the farm. I put them in the coop and set them up. I fed them and watered their eggs. I watched them for a few weeks and was very happy.
cut	| My son was playing in the yard. He fell and cut his finger. His mother took it to the hospital. His mother did a cast. The doctor said he was cut.
good coupon	| My wife and I got a new job. We got a new job as our boss ' personal assistant. We had to get a large sale done. I was able to get a coupon from a restaurant. It was a huge discount so we got it done.
trials	| Tom had a trial coming up. He had to talk to his lawyer. He did not want to go. He was afraid he would be found guilty. He did not go.
spicy food	| My friend Joe likes spicy food. Yesterday he ate Chinese food. He gave me a piece of his food. It was really spicy. I told him to not eat so much spicy food.
smoking	| Tom was smoking. He was afraid to breathe. He tried taking some nicotine patches. They did not help much. Tom quit smoking.
